dir,protein_1,protein_2,RMSD after refinement,Number of aligned atoms after refinement,Number of refinement cycles,RMSD before refinement,Number of aligned atoms before refinement,Raw alignment score,Number of residues aligned
LIP,Hh04G011827,Hh12G020432,15.53007507,784,5,17.17823029,827,60,129
LIP,Hh04G011827,Hh14G021077,21.46538353,1546,5,23.25986671,1613,52.5,256
LIP,Hh04G011828,Hh10G019063,18.23965454,1103,5,20.95687485,1171,75.5,177
LIP,Hh04G011828,Hh10G019167,19.70731735,1126,5,23.3762188,1239,58,193
LIP,Hh06G016116,Hh10G019167,18.08848572,1379,5,19.90474129,1447,58.5,230
LIP,Hh06G016116,Hh12G020432,1.484080911,1537,5,5.679136276,2252,408,342
LIP,Hh06G016116,Hh14G021077,21.10421181,1294,5,22.31855965,1334,57,211
LIP,Hh10G019063,Hh10G019167,0.60495466,2233,5,7.859363556,2832,1095,401
LIP,Hh10G019063,Hh12G020432,19.36778259,801,1,19.36778259,801,51.5,126
LIP,Hh10G019063,Hh14G021077,19.71405792,1383,2,19.73809052,1384,64.5,216
LIP,Hh10G019167,Hh14G021077,24.86575127,1721,5,25.16740608,1734,68,270
LIP,Hh12G020432,Hh14G021077,15.42164421,616,2,15.55121803,619,49.5,94
PLA2,Hh01G001590,Hh03G008694,1.292289019,505,5,2.638943195,635,193,103
PLA2,Hh01G001590,Hh07G017101,1.764571428,203,5,5.021969795,268,69,43
PLA2,Hh01G001590,Hh11G019715,0.917275429,260,5,5.435089111,405,110,65
PLA2,Hh01G001590,Hh11G019743,5.108255863,276,5,7.764484882,336,59.5,52
PLA2,Hh01G001590,Hh14G020926,0.645114362,516,5,2.647053719,737,203.5,118
PLA2,Hh01G001590,Hh16G021921,0.535323262,460,5,1.75752604,618,201,97
PLA2,Hh01G004111,Hh03G008694,27.93727112,972,1,27.93727112,972,87,156
PLA2,Hh01G004111,Hh04G011863,13.83510494,449,4,15.51380253,472,49,77
PLA2,Hh01G004111,Hh07G017101,25.99956512,881,5,33.22172165,973,75,157
PLA2,Hh01G004111,Hh11G019715,7.933403969,124,1,7.933403969,124,27.5,22
PLA2,Hh01G004111,Hh11G019716,7.235883236,168,3,7.654189587,173,44,27
PLA2,Hh01G004111,Hh14G020926,5.534569263,263,5,8.266307831,321,58.5,49
PLA2,Hh03G008694,Hh04G011863,14.15196133,652,5,15.99823856,698,64.5,113
PLA2,Hh03G008694,Hh06G015957,2.152410507,512,5,9.031689644,786,148.5,125
PLA2,Hh03G008694,Hh07G017101,14.15914536,631,5,18.13917923,709,77.5,115
PLA2,Hh03G008694,Hh11G019715,1.091797829,384,5,4.963823318,546,151.5,85
PLA2,Hh03G008694,Hh14G020926,0.7224347,511,5,4.787020206,711,230.5,113
PLA2,Hh03G008694,Hh16G021921,9.560728073,1102,5,26.31146622,1462,227.5,232
PLA2,Hh04G011863,Hh07G017101,1.017679691,835,5,23.91607285,1206,448,184
PLA2,Hh06G015957,Hh11G019716,1.067624688,164,5,9.316007614,251,76,38
PLA2,Hh06G015957,Hh14G020926,1.129544973,532,5,7.872076988,852,263,132
PLA2,Hh07G017101,Hh11G019743,25.92683792,782,5,35.41531754,908,62,148
PLA2,Hh07G017101,Hh16G021921,23.47935486,834,1,23.47935486,834,77,136
PLA2,Hh11G019715,Hh14G020926,1.305761576,387,5,9.599153519,552,171,84
PLA2,Hh11G019715,Hh16G021921,1.477408648,463,5,13.50584316,680,138.5,107
PLA2,Hh11G019716,Hh11G019743,9.064198494,266,1,9.064198494,266,47,42
PLA2,Hh11G019716,Hh14G020926,7.017291546,360,5,12.00904655,427,131,66
PLA2,Hh14G020926,Hh16G021921,0.509368122,479,5,2.070630789,677,231.5,104
PLI,Hh01G000167,Hh04G012236,13.3511343,434,5,16.66350746,481,43.5,80
PLI,Hh01G000167,Hh09G018748,23.21546173,1024,5,24.73260117,1060,52.5,169
PLI,Hh01G000167,Hh09G018753,19.22626114,1014,1,19.22626114,1014,53,166
PLI,Hh01G000167,Hh09G018755,12.39040375,381,2,12.49742889,383,51,64
PLI,Hh04G011985,Hh04G011988,0.745662153,984,5,6.650879383,1266,809,168
PLI,Hh04G011985,Hh09G018753,14.41455269,210,3,15.04404545,215,36,35
PLI,Hh04G011985,Hh09G018755,7.866868973,119,1,7.866868973,119,30.5,21
PLI,Hh04G011988,Hh04G012236,5.558220387,115,5,10.00548363,146,28,26
PLI,Hh04G011988,Hh09G018752,5.639881134,94,3,6.118471622,98,23.5,16
PLI,Hh04G011988,Hh09G018755,9.988040924,236,4,10.35098839,241,37,40
PLI,Hh04G012236,Hh09G018736,2.582947016,808,5,7.84236002,1167,140,198
PLI,Hh04G012236,Hh09G018747,3.668520451,835,5,8.17000103,1077,191.5,192
PLI,Hh04G012236,Hh09G018751,3.424200296,939,5,8.756838799,1165,214.5,199
PLI,Hh04G012236,Hh09G018755,2.17544961,876,5,7.936777592,1179,259,199
PLI,Hh09G018735,Hh09G018751,14.68166065,901,5,17.55379868,990,116,164
PLI,Hh09G018735,Hh09G018752,24.98183632,710,1,24.98183632,710,76,116
PLI,Hh09G018735,Hh09G018755,14.91103649,971,5,20.24939346,1115,142.5,188
PLI,Hh09G018736,Hh09G018748,3.788873196,714,5,6.295229435,889,99.5,145
PLI,Hh09G018736,Hh09G018752,4.7484231,304,5,11.7399683,357,63.5,59
PLI,Hh09G018736,Hh09G018755,11.24836063,982,5,15.94458771,1178,149,197
PLI,Hh09G018747,Hh09G018755,2.871937752,616,5,10.52999973,855,180,144
PLI,Hh09G018748,Hh09G018751,5.243328094,600,5,8.862647057,750,133,125
PLI,Hh09G018748,Hh09G018755,2.507423878,720,5,4.576740742,879,152,145
PLI,Hh09G018751,Hh09G018755,3.752281904,774,5,14.46319962,986,224,160
PLI,Hh09G018752,Hh09G018755,18.41772461,582,4,18.56921577,585,76,98
PLI,Hh09G018753,Hh09G018755,19.73003006,919,3,20.01049995,927,186,156
3FTx,Hh02G004177,Hh03G008612,6.128631115,112,5,7.049375534,121,23,20
3FTx,Hh02G004177,Hh03G023188,3.410808563,160,4,3.709813356,167,70.5,28
3FTx,Hh02G004177,Hh03G023189,3.412611723,159,3,3.715128183,166,65.5,28
3FTx,Hh02G004177,Hh03G023190,3.41080451,160,4,3.709808588,167,70.5,28
3FTx,Hh02G004177,HhUnG022166,12.42541218,219,4,15.80161285,243,103,34
3FTx,Hh02G004177,HhUnG023191,3.410813808,160,4,3.709818602,167,70.5,28
3FTx,Hh02G004177,HhUnG023192,3.412610054,159,3,3.715125084,166,65.5,28
3FTx,Hh02G005288,Hh03G023188,3.982262373,138,5,4.86900425,153,55.5,26
3FTx,Hh02G005288,Hh03G023190,3.982259989,138,5,4.86899662,153,55.5,26
3FTx,Hh02G005288,HhUnG023191,3.982265949,138,5,4.869004726,153,55.5,26
3FTx,Hh03G008612,Hh03G023188,2.749578476,326,5,4.560573578,396,143.5,57
3FTx,Hh03G008612,Hh03G023189,3.371768475,340,5,4.955317497,396,143.5,57
3FTx,Hh03G008612,Hh03G023190,2.749576092,326,5,4.560573578,396,143.5,57
3FTx,Hh03G008612,HhUnG023191,2.749580383,326,5,4.560575962,396,143.5,57
3FTx,Hh03G008612,HhUnG023192,3.37176919,340,5,4.955318451,396,143.5,57
3FTx,Hh03G008631,HhUnG023191,5.468456268,270,5,13.12505531,343,211,47
3FTx,Hh03G023188,Hh03G023189,0.064009972,428,5,1.1597507,615,450,81
3FTx,Hh03G023188,HhUnG022166,9.315695763,245,4,11.75077057,266,199,34
3FTx,Hh03G023188,HhUnG023192,0.064009607,428,5,1.159750104,615,450,81
3FTx,Hh03G023189,Hh03G023190,0.06400983,428,5,1.159755707,615,450,81
3FTx,Hh03G023189,HhUnG023191,0.064009607,428,5,1.159751892,615,450,81
3FTx,Hh03G023190,HhUnG023192,0.064009435,428,5,1.159755111,615,450,81
3FTx,HhUnG023191,HhUnG023192,0.064009227,428,5,1.159751177,615,450,81
CRISP,Hh01G000001,Hh01G002297,0.297889024,887,5,16.65111542,1166,752,150
CRISP,Hh01G000001,Hh02G004717,0.666128159,48,5,2.098570824,68,28,11
CRISP,Hh01G000001,Hh03G008934,0.604697704,489,5,3.50950551,662,144.5,100
CRISP,Hh01G000001,Hh03G008935,0.833740115,431,5,10.22125816,677,139.5,98
CRISP,Hh01G000001,Hh03G010271,0.868749022,551,5,12.53364658,835,167,126
CRISP,Hh01G000001,Hh03G010642,1.308937669,535,5,16.89271545,809,147,123
CRISP,Hh01G000001,Hh04G012535,0.557143807,502,5,3.526120186,690,150,104
CRISP,Hh01G000001,Hh05G015075,1.740739465,480,5,5.013231754,643,129.5,96
CRISP,Hh01G000001,Hh10G019333,0.53150934,505,5,4.572870731,703,155.5,106
CRISP,Hh01G000001,HhUnG022429,1.318339348,534,5,15.40411186,809,147,123
CRISP,Hh01G000001,HhUnG022502,0.54251796,564,5,10.15999222,802,503.5,103
CRISP,Hh01G000001,HhUnG022504,0.423525542,47,5,2.028064728,68,28,11
CRISP,Hh01G000001,HhUnG022505,0.531036317,555,5,10.40601635,789,490.5,103
CRISP,Hh01G002297,Hh02G004717,14.23645115,407,5,16.98228073,440,32,68
CRISP,Hh01G002297,Hh03G008934,0.64787066,459,5,3.520562887,623,131,94
CRISP,Hh01G002297,Hh03G008935,0.912993073,441,5,10.09486485,666,130.5,98
CRISP,Hh01G002297,Hh03G010271,1.395184398,606,5,11.65839767,821,153.5,124
CRISP,Hh01G002297,Hh03G010642,1.255896449,543,5,18.01566696,802,140.5,123
CRISP,Hh01G002297,Hh04G012535,0.695155084,539,5,4.579594135,807,154,121
CRISP,Hh01G002297,Hh05G015075,1.916638136,488,5,9.443419456,673,130,101
CRISP,Hh01G002297,Hh10G019333,0.560043514,466,5,3.518923044,674,139.5,102
CRISP,Hh01G002297,HhUnG022502,0.742564559,593,5,14.88126087,872,479,117
CRISP,Hh01G002297,HhUnG022505,0.761988521,602,5,14.84395313,882,498,117
CRISP,Hh02G004717,Hh03G010271,5.584491253,263,5,8.299117088,314,75.5,51
CRISP,Hh02G004717,Hh05G015075,3.698897362,144,4,4.144321442,152,34,27
CRISP,Hh02G004717,HhUnG022502,0.831167877,407,5,4.446557522,593,278,92
CRISP,Hh02G004717,HhUnG022504,3.95982933,818,5,12.26666546,1189,841,152
CRISP,Hh02G004717,HhUnG022505,0.768993318,406,5,4.483447552,597,276,92
CRISP,Hh03G008934,Hh03G008935,0.625955462,1227,5,12.81553936,1652,804.5,233
CRISP,Hh03G008934,Hh03G010271,0.692903459,866,5,9.854945183,1320,329,201
CRISP,Hh03G008934,Hh03G010642,0.698772073,1005,5,10.66947365,1321,554,187
CRISP,Hh03G008934,Hh04G012535,1.315353155,949,5,16.47487068,1378,366.5,206
CRISP,Hh03G008934,Hh05G015075,0.731257737,514,5,4.458282471,806,110,123
CRISP,Hh03G008934,HhUnG022429,0.67184639,1201,5,11.13792133,1535,699,219
CRISP,Hh03G008934,HhUnG022502,2.213232756,757,5,18.48607063,1156,198,179
CRISP,Hh03G008934,HhUnG022505,0.78649807,585,5,7.3827672,933,188.5,147
CRISP,Hh03G008935,Hh03G010271,0.691668928,868,5,16.44902992,1254,285.5,189
CRISP,Hh03G008935,Hh03G010642,0.525705993,981,5,7.437529087,1427,644,201
CRISP,Hh03G008935,Hh04G012535,0.603013277,786,5,6.20156002,1116,334,168
CRISP,Hh03G008935,Hh05G015075,1.151508331,547,5,7.050891876,845,123,130
CRISP,Hh03G008935,Hh10G019333,0.422208875,1143,5,21.35795212,1570,729.5,223
CRISP,Hh03G008935,HhUnG022429,0.437956691,1220,5,8.995159149,1723,836,244
CRISP,Hh03G008935,HhUnG022502,0.808870852,553,5,8.935120583,801,196.5,122
CRISP,Hh03G008935,HhUnG022505,0.771590352,545,5,8.952594757,796,192.5,122
CRISP,Hh03G010271,Hh03G010642,0.548011839,621,5,3.498396158,881,229.5,132
CRISP,Hh03G010271,Hh04G012535,0.735197306,953,5,14.03744793,1445,370,223
CRISP,Hh03G010271,Hh10G019333,0.48608005,811,5,6.763291836,1183,321.5,181
CRISP,Hh03G010271,HhUnG022429,0.540212214,766,5,3.213909626,1074,295,164
CRISP,Hh03G010271,HhUnG022502,0.763510346,642,5,5.157097816,918,217.5,142
CRISP,Hh03G010271,HhUnG022505,0.776668966,634,5,5.100679398,906,199.5,142
CRISP,Hh03G010642,Hh04G012535,1.134944439,708,5,20.06834984,1008,237.5,147
CRISP,Hh03G010642,Hh05G015075,1.002149343,487,5,5.870353222,770,103.5,120
CRISP,Hh03G010642,Hh10G019333,0.968756914,1041,5,20.47214699,1305,556,181
CRISP,Hh03G010642,HhUnG022429,0.210780233,1140,5,4.41443491,1682,1143,205
CRISP,Hh03G010642,HhUnG022502,0.641163349,445,5,4.869134426,656,145,100
CRISP,Hh03G010642,HhUnG022505,0.599208295,437,5,4.874019146,657,147,100
CRISP,Hh04G012535,Hh05G015075,2.041545153,646,5,5.831034184,913,111.5,144
CRISP,Hh04G012535,Hh10G019333,1.284087062,894,5,18.37855148,1316,348,196
CRISP,Hh04G012535,HhUnG022502,0.594898939,540,5,3.62270546,794,203.5,125
CRISP,Hh04G012535,HhUnG022505,0.596749783,540,5,3.594132662,788,204.5,125
CRISP,Hh05G015075,Hh10G019333,1.685622096,623,5,5.251872063,878,149,134
CRISP,Hh05G015075,HhUnG022429,0.926412344,563,5,5.823280811,889,117,139
CRISP,Hh05G015075,HhUnG022502,0.541713715,460,5,3.67159915,684,164,107
CRISP,Hh05G015075,HhUnG022504,3.045618296,111,5,7.868053436,152,35,27
CRISP,Hh05G015075,HhUnG022505,0.582093418,458,5,3.683601856,681,167,107
CRISP,Hh10G019333,HhUnG022429,0.586347938,1176,5,19.41293716,1520,708,213
CRISP,Hh10G019333,HhUnG022504,9.304821014,360,5,15.92027569,451,86.5,75
CRISP,Hh10G019333,HhUnG022505,1.460756421,672,5,10.29646206,1015,203.5,161
CRISP,HhUnG022429,HhUnG022502,0.802285433,589,5,4.496819496,830,194,130
CRISP,HhUnG022429,HhUnG022504,5.82164669,287,5,15.32696629,404,80,67
CRISP,HhUnG022429,HhUnG022505,0.747744739,579,5,4.494926453,831,197,130
CRISP,HhUnG022502,HhUnG022504,1.441851974,447,5,4.870354176,593,279,92
CRISP,HhUnG022502,HhUnG022505,0.179204822,1155,5,0.979087651,1496,1035,200
CRISP,HhUnG022504,HhUnG022505,1.493551731,451,5,4.864084244,597,277,92
LIP,Hh01G001449,Hh01G002258,25.48925972,1608,4,25.61217117,1613,60.5,255
LIP,Hh01G001449,Hh02G007394,13.7696476,322,5,14.51514912,333,41.5,49
LIP,Hh01G001449,Hh03G009331,20.74347496,925,3,20.96104813,931,44.5,145
LIP,Hh01G001449,Hh04G011828,21.91877937,1345,2,21.94406128,1346,60,216
LIP,Hh01G001449,Hh14G021077,1.859190345,2828,5,7.156618118,3979,1013.5,606
LIP,Hh01G002258,Hh02G007394,18.63356209,853,4,20.30483437,889,38,138
LIP,Hh01G002258,Hh02G007641,13.19159031,245,5,15.16372776,265,49.5,38
LIP,Hh01G002258,Hh03G009331,18.21655655,920,3,18.84223938,938,74.5,145
LIP,Hh01G002258,Hh04G011817,28.08230209,1825,2,28.20623016,1830,53.5,284
LIP,Hh01G002258,Hh14G021077,17.83942795,956,5,21.30615234,1040,67.5,165
LIP,Hh02G007394,Hh02G007641,1.005224705,1374,5,9.928884506,2105,442.5,328
LIP,Hh02G007394,Hh02G008398,1.066653252,1031,5,12.27662086,1640,346.5,257
LIP,Hh02G007394,Hh04G011659,1.371257424,1382,5,17.55820274,2045,353.5,315
LIP,Hh02G007394,Hh04G011817,18.80574799,793,1,18.80574799,793,52,122
LIP,Hh02G007394,Hh04G011825,23.84326172,1465,5,24.09758568,1475,54.5,235
LIP,Hh02G007394,Hh04G011828,26.12236214,1720,5,29.81019402,1825,55,286
LIP,Hh02G007394,Hh06G016116,1.003005028,1600,5,3.846818924,2177,635.5,330
LIP,Hh02G007394,Hh12G020432,0.905935347,1437,5,12.41069603,2265,476,352
LIP,Hh02G007641,Hh04G011659,1.991775155,1339,5,9.211697578,1892,353.5,287
LIP,Hh02G007641,Hh04G011817,27.03675842,2067,3,27.22222328,2075,66.5,328
LIP,Hh02G007641,Hh04G011825,16.91554451,922,5,18.19462967,959,58.5,152
LIP,Hh02G007641,Hh04G011828,15.393466,1221,5,20.4110775,1397,59.5,218
LIP,Hh02G007641,Hh10G019167,20.58966827,1625,5,24.53131866,1770,47.5,278
LIP,Hh02G007641,Hh12G020432,0.869726062,2052,5,2.782944679,2670,919.5,388
LIP,Hh02G007641,Hh14G021077,22.8904686,1281,1,22.8904686,1281,50.5,197
LIP,Hh02G008398,Hh04G011659,7.669248104,1282,5,15.07654667,1712,300.5,264
LIP,Hh02G008398,Hh04G011817,16.81227684,695,1,16.81227684,695,46.5,107
LIP,Hh02G008398,Hh06G016116,4.84193182,1488,5,11.97132492,1954,310,305
LIP,Hh02G008398,Hh10G019063,19.84274864,978,5,20.61592484,1000,61,155
LIP,Hh03G009331,Hh04G011817,30.34148598,872,1,30.34148598,872,63,136
LIP,Hh03G009331,Hh04G011826,5.027226448,681,5,14.09882927,883,56.5,140
LIP,Hh03G009331,Hh04G011827,11.07761478,1035,5,16.56866837,1255,69,194
LIP,Hh03G009331,Hh10G019063,11.97268772,194,5,17.33525467,230,43,37
LIP,Hh03G009331,Hh10G019167,18.03179359,612,1,18.03179359,612,40,95
LIP,Hh03G009331,Hh12G020432,23.06545639,1060,1,23.06545639,1060,49,165
LIP,Hh04G011659,Hh04G011817,28.61945343,1982,4,29.13736343,2004,60,313
LIP,Hh04G011659,Hh04G011826,14.10810375,566,5,16.12558556,609,46.5,96
LIP,Hh04G011659,Hh04G011828,26.92887115,1766,1,26.92887115,1766,63,273
LIP,Hh04G011659,Hh06G016116,0.948632181,1218,5,11.19162273,1795,406.5,276
LIP,Hh04G011659,Hh10G019167,24.30833626,1923,5,26.79609108,2024,67,317
LIP,Hh04G011817,Hh04G011825,22.89202309,2693,5,25.78800392,2849,824,411
LIP,Hh04G011817,Hh04G011826,0.570474207,1822,5,2.754321337,2558,878.5,368
LIP,Hh04G011817,Hh04G011827,0.479475051,1833,5,3.574650049,2478,866.5,356
LIP,Hh04G011817,Hh04G011828,23.34471512,3811,1,23.34471512,3811,1096.5,560
LIP,Hh04G011817,Hh06G016116,14.10261822,988,4,14.9074831,1017,71.5,157
LIP,Hh04G011825,Hh04G011826,0.65250361,1752,5,14.43409157,2635,1099.5,360
LIP,Hh04G011825,Hh04G011827,0.601350427,1867,5,3.812469959,2389,944,336
LIP,Hh04G011825,Hh06G016116,19.92214775,1045,3,21.08602905,1072,70.5,166
LIP,Hh04G011825,Hh14G021077,24.13006592,2332,5,27.5246582,2510,64.5,400
LIP,Hh04G011826,Hh04G011827,0.499414444,2024,5,2.1146667,2791,1131,389
LIP,Hh04G011826,Hh04G011828,0.781415403,1733,5,2.794769764,2356,705,343
LIP,Hh04G011826,Hh14G021077,21.50067139,783,3,21.58550072,785,65.5,122
LIP,Hh04G011827,Hh04G011828,0.700637102,1704,5,2.93152976,2359,789.5,340
LIP,Hh04G011827,Hh10G019063,15.86767292,1455,5,18.64576149,1586,60.5,240
LIP,Hh04G011827,Hh10G019167,21.75536919,1354,5,22.57200813,1382,66,212
LIP,Hh04G011827,Hh12G020432,15.53007603,784,5,17.17823029,827,60,129
LIP,Hh04G011828,Hh06G016116,15.05604839,1059,5,19.14604759,1161,66,182
LIP,Hh04G011828,Hh10G019063,18.23965263,1103,5,20.95687103,1171,75.5,177
LIP,Hh06G016116,Hh10G019063,18.93471909,1180,5,19.25335884,1192,54,179
LIP,Hh06G016116,Hh10G019167,18.08848572,1379,5,19.90474319,1447,58.5,230
LIP,Hh06G016116,Hh12G020432,1.484081507,1537,5,5.679136753,2252,408,342
LIP,Hh10G019063,Hh10G019167,0.604955256,2233,5,7.859363556,2832,1095,401
PLA2,Hh01G001590,Hh01G004111,4.552284241,299,5,5.847798824,333,86.5,51
PLA2,Hh01G001590,Hh03G008694,1.292289376,505,5,2.638943195,635,193,103
PLA2,Hh01G001590,Hh04G011863,8.051041603,365,3,8.40804863,372,49,63
PLA2,Hh01G001590,Hh07G017101,1.764571667,203,5,5.021970272,268,69,43
PLA2,Hh01G001590,Hh11G019715,0.917275488,260,5,5.435089588,405,110,65
PLA2,Hh01G001590,Hh11G019743,5.10825634,276,5,7.764485359,336,59.5,52
PLA2,Hh01G001590,Hh14G020926,0.645114839,516,5,2.647053957,737,203.5,118
PLA2,Hh01G001590,Hh16G021921,0.53532356,460,5,1.757525921,618,201,97
PLA2,Hh01G004111,Hh04G011863,13.83510208,449,4,15.51379967,472,49,77
PLA2,Hh01G004111,Hh07G017101,25.99956322,881,5,33.22172165,973,75,157
PLA2,Hh01G004111,Hh14G020926,5.534568787,263,5,8.266307831,321,58.5,49
PLA2,Hh03G008694,Hh06G015957,2.152410507,512,5,9.03168869,786,148.5,125
PLA2,Hh03G008694,Hh07G017101,14.15914631,631,5,18.13918114,709,77.5,115
PLA2,Hh03G008694,Hh11G019715,1.09179759,384,5,4.963823795,546,151.5,85
PLA2,Hh03G008694,Hh11G019743,33.58736801,1480,5,38.90790558,1604,112.5,258
PLA2,Hh03G008694,Hh14G020926,0.722434402,511,5,4.787020206,711,230.5,113
PLA2,Hh03G008694,Hh16G021921,9.560726166,1102,5,26.31146812,1462,227.5,232
PLA2,Hh04G011863,Hh07G017101,1.017680168,835,5,23.91607285,1206,448,184
PLA2,Hh04G011863,Hh11G019716,6.03473711,185,5,7.976465225,213,38,34
PLA2,Hh04G011863,Hh11G019743,12.3666687,540,2,12.44592285,542,65,87
PLA2,Hh04G011863,Hh16G021921,14.94425774,402,1,14.94425774,402,61.5,66
PLA2,Hh06G015957,Hh16G021921,1.280696511,374,5,6.134545326,536,172,80
PLA2,Hh07G017101,Hh11G019716,10.19108105,256,2,10.25755787,257,43.5,38
PLA2,Hh07G017101,Hh11G019743,25.92683601,782,5,35.41531754,908,62,148
PLA2,Hh11G019715,Hh14G020926,1.305762053,387,5,9.599154472,552,171,84
PLA2,Hh11G019716,Hh14G020926,7.017291069,360,5,12.0090456,427,131,66
PLA2,Hh11G019743,Hh14G020926,10.06020355,469,2,10.12774467,471,65,75
PLA2,Hh14G020926,Hh16G021921,0.50936836,479,5,2.070631027,677,231.5,104
PLI,Hh01G000167,Hh04G012236,13.35113525,434,5,16.66350746,481,43.5,80
PLI,Hh01G000167,Hh09G018735,23.97537041,1543,5,24.79685402,1576,64,253
PLI,Hh01G000167,Hh09G018736,19.80163574,502,2,19.86701393,503,48,80
PLI,Hh01G000167,Hh09G018751,7.163478851,147,1,7.163478851,147,34,23
PLI,Hh01G000167,Hh09G018752,19.85174561,560,3,20.45619583,570,32.5,87
PLI,Hh01G000167,Hh09G018755,12.39040279,381,2,12.49742699,383,51,64
PLI,Hh01G000167,Hh09G018756,17.74474144,258,1,17.74474144,258,36.5,42
PLI,Hh04G011985,Hh04G011988,0.745663345,984,5,6.650880814,1266,809,168
PLI,Hh04G011985,Hh04G012236,11.8516264,288,5,13.74187469,311,29.5,51
PLI,Hh04G011985,Hh09G018735,6.622220993,112,1,6.622220993,112,29,18
PLI,Hh04G011985,Hh09G018752,5.233781338,96,3,5.522722244,99,23.5,16
PLI,Hh04G011985,Hh09G018755,7.866868496,119,1,7.866868496,119,30.5,21
PLI,Hh04G011985,Hh09G018756,4.365652561,119,4,6.046759605,135,29,23
PLI,Hh04G011988,Hh09G018735,15.16713524,392,1,15.16713524,392,34.5,66
PLI,Hh04G011988,Hh09G018736,15.71410847,331,4,17.21422195,346,31,60
PLI,Hh04G011988,Hh09G018752,5.63988018,94,3,6.118470669,98,23.5,16
PLI,Hh04G011988,Hh09G018756,11.30434227,162,2,11.41953659,163,23,28
PLI,Hh04G012236,Hh09G018735,3.730059147,807,5,9.153488159,1057,180.5,179
PLI,Hh04G012236,Hh09G018736,2.582946777,808,5,7.842360497,1167,140,198
PLI,Hh04G012236,Hh09G018747,3.668520451,835,5,8.170000076,1077,191.5,192
PLI,Hh04G012236,Hh09G018751,3.424200296,939,5,8.756837845,1165,214.5,199
PLI,Hh04G012236,Hh09G018752,4.207977295,305,5,9.175784111,364,99.5,61
PLI,Hh04G012236,Hh09G018755,2.175449133,876,5,7.936777115,1179,259,199
PLI,Hh04G012236,Hh09G018756,1.428539395,284,5,4.791378021,384,91,65
PLI,Hh09G018735,Hh09G018747,16.50040436,955,4,20.2401886,1028,161.5,173
PLI,Hh09G018735,Hh09G018756,13.28055,531,5,14.58008671,560,84,92
PLI,Hh09G018736,Hh09G018751,6.181282997,658,5,12.45324707,877,118.5,145
PLI,Hh09G018736,Hh09G018753,10.4699955,822,5,25.70127869,1070,98,177
PLI,Hh09G018736,Hh09G018756,23.62078094,601,1,23.62078094,601,52.5,99
PLI,Hh09G018747,Hh09G018748,2.214783907,665,5,4.285726547,860,174,143
PLI,Hh09G018747,Hh09G018752,24.25174141,710,1,24.25174141,710,52,115
PLI,Hh09G018747,Hh09G018756,3.386769533,436,5,7.62355566,592,67.5,101
PLI,Hh09G018748,Hh09G018756,13.3275547,614,5,16.09397697,676,124.5,108
PLI,Hh09G018751,Hh09G018755,3.752281904,774,5,14.46320057,986,224,160
PLI,Hh09G018751,Hh09G018756,0.642624557,249,5,1.148280501,303,67,54
PLI,Hh09G018752,Hh09G018756,9.358758926,208,5,13.71579838,243,38,42
PLI,Hh09G018753,Hh09G018756,6.850594044,271,5,15.73436832,375,78,63
PLI,Hh09G018755,Hh09G018756,9.312549591,511,5,11.65933609,554,117.5,90
3FTx,Hh02G004177,Hh03G008612,6.128631115,112,5,7.04937458,121,23,20
3FTx,Hh02G004177,Hh03G008631,7.979066849,199,5,13.41245842,243,103,34
3FTx,Hh02G004177,Hh03G023188,3.410806656,160,4,3.709811687,167,70.5,28
3FTx,Hh02G004177,HhUnG022166,12.42540932,219,4,15.80160999,243,103,34
3FTx,Hh02G004177,HhUnG023191,3.41081357,160,4,3.709818363,167,70.5,28
3FTx,Hh02G004177,HhUnG023192,3.4126091,159,3,3.715124369,166,65.5,28
3FTx,Hh02G005288,Hh03G008612,6.788817883,119,3,6.983104229,121,24,20
3FTx,Hh02G005288,Hh03G008631,14.82144833,315,5,15.4864912,323,30,56
3FTx,Hh02G005288,Hh03G023188,3.982263565,138,5,4.86900568,153,55.5,26
3FTx,Hh02G005288,Hh03G023189,4.03715086,138,5,4.857521534,152,50.5,26
3FTx,Hh02G005288,Hh03G023190,3.982260942,138,5,4.868998528,153,55.5,26
3FTx,Hh02G005288,HhUnG023191,3.982267618,138,5,4.869007111,153,55.5,26
3FTx,Hh02G005288,HhUnG023192,4.03714323,138,5,4.857515335,152,50.5,26
3FTx,Hh03G008612,Hh03G008631,7.331487656,243,5,12.93877888,288,68.5,43
3FTx,Hh03G008612,Hh03G023189,3.371767044,340,5,4.955316544,396,143.5,57
3FTx,Hh03G008612,Hh03G023190,2.7495749,326,5,4.560573101,396,143.5,57
3FTx,Hh03G008612,HhUnG023191,2.749578953,326,5,4.560575008,396,143.5,57
3FTx,Hh03G008612,HhUnG023192,3.371767044,340,5,4.95531702,396,143.5,57
3FTx,Hh03G008631,Hh03G023188,5.468463898,270,5,13.12505436,343,211,47
3FTx,Hh03G008631,Hh03G023189,5.776195049,276,5,13.11622143,343,211,47
3FTx,Hh03G008631,Hh03G023190,5.468459129,270,5,13.12504959,343,211,47
3FTx,Hh03G008631,HhUnG022166,15.50452423,993,5,22.0724144,1152,747.5,147
3FTx,Hh03G008631,HhUnG023191,5.468453884,270,5,13.12505436,343,211,47
3FTx,Hh03G008631,HhUnG023192,5.77619791,276,5,13.11622047,343,211,47
